股票名称,股票代码,股票代码（纯数字）
中超电缆,sz002471,2471
双环传动,sz002472,2472
圣莱达,sz002473,2473
榕基软件,sz002474,2474
立讯精密,sz002475,2475
宝莫股份,sz002476,2476
雏鹰农牧,sz002477,2477
常宝股份,sz002478,2478
富春环保,sz002479,2479
新筑股份,sz002480,2480
双塔食品,sz002481,2481
广田股份,sz002482,2482
润邦股份,sz002483,2483
江海股份,sz002484,2484
希努尔,sz002485,2485
嘉麟杰,sz002486,2486
大金重工,sz002487,2487
金固股份,sz002488,2488
浙江永强,sz002489,2489
山东墨龙,sz002490,2490
通鼎互联,sz002491,2491
恒基达鑫,sz002492,2492
荣盛石化,sz002493,2493
华斯股份,sz002494,2494
佳隆股份,sz002495,2495
辉丰股份,sz002496,2496
雅化集团,sz002497,2497
汉缆股份,sz002498,2498
科林环保,sz002499,2499
山西证券,sz002500,2500
利源精制,sz002501,2501
骅威股份,sz002502,2502
搜于特,sz002503,2503
东光微电,sz002504,2504
大康牧业,sz002505,2505
*ST集成,sz002506,2506
涪陵榨菜,sz002507,2507
老板电器,sz002508,2508
天广消防,sz002509,2509
天汽模,sz002510,2510
中顺洁柔,sz002511,2511
达华智能,sz002512,2512
蓝丰生化,sz002513,2513
宝馨科技,sz002514,2514
金字火腿,sz002515,2515
江苏旷达,sz002516,2516
泰亚股份,sz002517,2517
科士达,sz002518,2518
银河电子,sz002519,2519
日发精机,sz002520,2520
齐峰新材,sz002521,2521
浙江众成,sz002522,2522
天桥起重,sz002523,2523
光正集团,sz002524,2524
胜景山河,sz002525,2525
山东矿机,sz002526,2526
新时达,sz002527,2527
英飞拓,sz002528,2528
海源机械,sz002529,2529
丰东股份,sz002530,2530
天顺风能,sz002531,2531
新界泵业,sz002532,2532
金杯电工,sz002533,2533
杭锅股份,sz002534,2534
林州重机,sz002535,2535
西泵股份,sz002536,2536
海立美达,sz002537,2537
司尔特,sz002538,2538
新都化工,sz002539,2539
亚太科技,sz002540,2540
鸿路钢构,sz002541,2541
中化岩土,sz002542,2542
万和电气,sz002543,2543
杰赛科技,sz002544,2544
东方铁塔,sz002545,2545
新联电子,sz002546,2546
春兴精工,sz002547,2547
金新农,sz002548,2548
凯美特气,sz002549,2549
千红制药,sz002550,2550
尚荣医疗,sz002551,2551
宝鼎重工,sz002552,2552
南方轴承,sz002553,2553
惠博普,sz002554,2554
顺荣三七,sz002555,2555
辉隆股份,sz002556,2556
洽洽食品,sz002557,2557
世纪游轮,sz002558,2558
亚威股份,sz002559,2559
通达股份,sz002560,2560
徐家汇,sz002561,2561
兄弟科技,sz002562,2562
森马服饰,sz002563,2563
天沃科技,sz002564,2564
上海绿新,sz002565,2565
益盛药业,sz002566,2566
唐人神,sz002567,2567
百润股份,sz002568,2568
步森股份,sz002569,2569
贝因美,sz002570,2570
德力股份,sz002571,2571
索菲亚,sz002572,2572
国电清新,sz002573,2573
明牌珠宝,sz002574,2574
群兴玩具,sz002575,2575
通达动力,sz002576,2576
雷柏科技,sz002577,2577
闽发铝业,sz002578,2578
中京电子,sz002579,2579
圣阳股份,sz002580,2580
万昌科技,sz002581,2581
好想你,sz002582,2582
海能达,sz002583,2583
西陇化工,sz002584,2584
双星新材,sz002585,2585
围海股份,sz002586,2586
奥拓电子,sz002587,2587
史丹利,sz002588,2588
瑞康医药,sz002589,2589
万安科技,sz002590,2590
恒大高新,sz002591,2591
八菱科技,sz002592,2592
日上集团,sz002593,2593
比亚迪,sz002594,2594
豪迈科技,sz002595,2595
海南瑞泽,sz002596,2596
金禾实业,sz002597,2597
山东章鼓,sz002598,2598
盛通股份,sz002599,2599
江粉磁材,sz002600,2600
佰利联,sz002601,2601
世纪华通,sz002602,2602
以岭药业,sz002603,2603
龙力生物,sz002604,2604
姚记扑克,sz002605,2605
大连电瓷,sz002606,2606
亚夏汽车,sz002607,2607
舜天船舶,sz002608,2608
捷顺科技,sz002609,2609
爱康科技,sz002610,2610
东方精工,sz002611,2611
朗姿股份,sz002612,2612
北玻股份,sz002613,2613
蒙发利,sz002614,2614
哈尔斯,sz002615,2615
长青集团,sz002616,2616
露笑科技,sz002617,2617
丹邦科技,sz002618,2618
巨龙管业,sz002619,2619
瑞和股份,sz002620,2620
大连三垒,sz002621,2621
永大集团,sz002622,2622
亚玛顿,sz002623,2623
金磊股份,sz002624,2624
龙生股份,sz002625,2625
金达威,sz002626,2626
宜昌交运,sz002627,2627
成都路桥,sz002628,2628
仁智油服,sz002629,2629
华西能源,sz002630,2630
德尔家居,sz002631,2631
道明光学,sz002632,2632
*ST申科,sz002633,2633
棒杰股份,sz002634,2634
安洁科技,sz002635,2635
金安国纪,sz002636,2636
赞宇科技,sz002637,2637
勤上光电,sz002638,2638
雪人股份,sz002639,2639
百圆裤业,sz002640,2640
永高股份,sz002641,2641
荣之联,sz002642,2642
烟台万润,sz002643,2643
佛慈制药,sz002644,2644
华宏科技,sz002645,2645
青青稞酒,sz002646,2646
宏磊股份,sz002647,2647
卫星石化,sz002648,2648
博彦科技,sz002649,2649
加加食品,sz002650,2650
利君股份,sz002651,2651
扬子新材,sz002652,2652
海思科,sz002653,2653
万润科技,sz002654,2654
共达电声,sz002655,2655
卡奴迪路,sz002656,2656
中科金财,sz002657,2657
雪迪龙,sz002658,2658
中泰桥梁,sz002659,2659
茂硕电源,sz002660,2660
克明面业,sz002661,2661
京威股份,sz002662,2662
普邦园林,sz002663,2663
信质电机,sz002664,2664
首航节能,sz002665,2665
德联集团,sz002666,2666
鞍重股份,sz002667,2667
奥马电器,sz002668,2668
康达新材,sz002669,2669
华声股份,sz002670,2670
龙泉股份,sz002671,2671
东江环保,sz002672,2672
西部证券,sz002673,2673
兴业科技,sz002674,2674
东诚药业,sz002675,2675
顺威股份,sz002676,2676
浙江美大,sz002677,2677
珠江钢琴,sz002678,2678
福建金森,sz002679,2679
黄海机械,sz002680,2680
奋达科技,sz002681,2681
龙洲股份,sz002682,2682
宏大爆破,sz002683,2683
猛狮科技,sz002684,2684
华东重机,sz002685,2685
亿利达,sz002686,2686
乔治白,sz002687,2687
金河生物,sz002688,2688
博林特,sz002689,2689
美亚光电,sz002690,2690
石中装备,sz002691,2691
远程电缆,sz002692,2692
双成药业,sz002693,2693
顾地科技,sz002694,2694
煌上煌,sz002695,2695
百洋股份,sz002696,2696
红旗连锁,sz002697,2697
博实股份,sz002698,2698
美盛文化,sz002699,2699
新疆浩源,sz002700,2700
奥瑞金,sz002701,2701
海欣食品,sz002702,2702
浙江世宝,sz002703,2703
新宝股份,sz002705,2705
良信电器,sz002706,2706
众信旅游,sz002707,2707
光洋股份,sz002708,2708
天赐材料,sz002709,2709
慈铭体检,sz002710,2710
欧浦钢网,sz002711,2711
思美传媒,sz002712,2712
东易日盛,sz002713,2713
牧原股份,sz002714,2714
登云股份,sz002715,2715
金贵银业,sz002716,2716
岭南园林,sz002717,2717
友邦吊顶,sz002718,2718
麦趣尔,sz002719,2719
宏良股份,sz002720,2720
金一文化,sz002721,2721
金轮股份,sz002722,2722
金莱特,sz002723,2723
海洋王,sz002724,2724
跃岭股份,sz002725,2725
龙大肉食,sz002726,2726
一心堂,sz002727,2727
台城制药,sz002728,2728
好利来,sz002729,2729
电光科技,sz002730,2730
萃华珠宝,sz002731,2731
燕塘乳业,sz002732,2732
雄韬股份,sz002733,2733
利民股份,sz002734,2734
王子新材,sz002735,2735
国信证券,sz002736,2736
葵花药业,sz002737,2737
中矿资源,sz002738,2738
万达院线,sz002739,2739
爱迪尔,sz002740,2740
光华科技,sz002741,2741
三圣特材,sz002742,2742
富煌钢构,sz002743,2743
木林森,sz002745,2745
仙坛股份,sz002746,2746
埃斯顿,sz002747,2747
世龙实业,sz002748,2748
国光股份,sz002749,2749
龙津药业,sz002750,2750
特锐德,sz300001,300001
神州泰岳,sz300002,300002
乐普医疗,sz300003,300003
南风股份,sz300004,300004
探路者,sz300005,300005
莱美药业,sz300006,300006
汉威电子,sz300007,300007
上海佳豪,sz300008,300008
安科生物,sz300009,300009
立思辰,sz300010,300010
鼎汉技术,sz300011,300011
华测检测,sz300012,300012
新宁物流,sz300013,300013
亿纬锂能,sz300014,300014
爱尔眼科,sz300015,300015
北陆药业,sz300016,300016
网宿科技,sz300017,300017
中元华电,sz300018,300018
硅宝科技,sz300019,300019
银江股份,sz300020,300020
大禹节水,sz300021,300021
吉峰农机,sz300022,300022
宝德股份,sz300023,300023
机器人,sz300024,300024
华星创业,sz300025,300025
红日药业,sz300026,300026
华谊兄弟,sz300027,300027
金亚科技,sz300028,300028
天龙光电,sz300029,300029
阳普医疗,sz300030,300030
宝通带业,sz300031,300031
金龙机电,sz300032,300032
同花顺,sz300033,300033
钢研高纳,sz300034,300034
中科电气,sz300035,300035
超图软件,sz300036,300036
新宙邦,sz300037,300037
梅泰诺,sz300038,300038
上海凯宝,sz300039,300039
九洲电气,sz300040,300040
回天新材,sz300041,300041
朗科科技,sz300042,300042
互动娱乐,sz300043,300043
赛为智能,sz300044,300044
华力创通,sz300045,300045
台基股份,sz300046,300046
天源迪科,sz300047,300047
合康变频,sz300048,300048
福瑞股份,sz300049,300049
世纪鼎利,sz300050,300050
三五互联,sz300051,300051
中青宝,sz300052,300052
欧比特,sz300053,300053
鼎龙股份,sz300054,300054
万邦达,sz300055,300055
三维丝,sz300056,300056
万顺股份,sz300057,300057
蓝色光标,sz300058,300058
东方财富,sz300059,300059
康耐特,sz300061,300061
中能电气,sz300062,300062
天龙集团,sz300063,300063
豫金刚石,sz300064,300064
海兰信,sz300065,300065
三川股份,sz300066,300066
安诺其,sz300067,300067
南都电源,sz300068,300068
金利华电,sz300069,300069
碧水源,sz300070,300070
华谊嘉信,sz300071,300071
三聚环保,sz300072,300072
当升科技,sz300073,300073
华平股份,sz300074,300074
数字政通,sz300075,300075
GQY视讯,sz300076,300076
国民技术,sz300077,300077
中瑞思创,sz300078,300078
数码视讯,sz300079,300079
新大新材,sz300080,300080
恒信移动,sz300081,300081
奥克股份,sz300082,300082
劲胜精密,sz300083,300083
海默科技,sz300084,300084
银之杰,sz300085,300085
康芝药业,sz300086,300086
荃银高科,sz300087,300087
长信科技,sz300088,300088
长城集团,sz300089,300089
盛运股份,sz300090,300090
金通灵,sz300091,300091
科新机电,sz300092,300092
金刚玻璃,sz300093,300093
国联水产,sz300094,300094
华伍股份,sz300095,300095
易联众,sz300096,300096
智云股份,sz300097,300097
高新兴,sz300098,300098
尤洛卡,sz300099,300099
双林股份,sz300100,300100
振芯科技,sz300101,300101
乾照光电,sz300102,300102
达刚路机,sz300103,300103
乐视网,sz300104,300104
龙源技术,sz300105,300105
西部牧业,sz300106,300106
建新股份,sz300107,300107
双龙股份,sz300108,300108
新开源,sz300109,300109
华仁药业,sz300110,300110
向日葵,sz300111,300111
万讯自控,sz300112,300112
顺网科技,sz300113,300113
中航电测,sz300114,300114
长盈精密,sz300115,300115
坚瑞消防,sz300116,300116
嘉寓股份,sz300117,300117
东方日升,sz300118,300118
瑞普生物,sz300119,300119
经纬电材,sz300120,300120
阳谷华泰,sz300121,300121
智飞生物,sz300122,300122
太阳鸟,sz300123,300123
汇川技术,sz300124,300124
易世达,sz300125,300125
锐奇股份,sz300126,300126
银河磁体,sz300127,300127
锦富新材,sz300128,300128
泰胜风能,sz300129,300129
新国都,sz300130,300130
英唐智控,sz300131,300131
青松股份,sz300132,300132
华策影视,sz300133,300133
大富科技,sz300134,300134
宝利沥青,sz300135,300135
信维通信,sz300136,300136
先河环保,sz300137,300137
晨光生物,sz300138,300138
福星晓程,sz300139,300139
启源装备,sz300140,300140
和顺电气,sz300141,300141
沃森生物,sz300142,300142
星河生物,sz300143,300143
宋城演艺,sz300144,300144
南方泵业,sz300145,300145
汤臣倍健,sz300146,300146
香雪制药,sz300147,300147
天舟文化,sz300148,300148
量子高科,sz300149,300149
世纪瑞尔,sz300150,300150
昌红科技,sz300151,300151
燃控科技,sz300152,300152
科泰电源,sz300153,300153
瑞凌股份,sz300154,300154
安居宝,sz300155,300155
神雾环保,sz300156,300156
恒泰艾普,sz300157,300157
振东制药,sz300158,300158
新研股份,sz300159,300159
秀强股份,sz300160,300160
华中数控,sz300161,300161
雷曼光电,sz300162,300162
先锋新材,sz300163,300163
通源石油,sz300164,300164
天瑞仪器,sz300165,300165
东方国信,sz300166,300166
迪威视讯,sz300167,300167
万达信息,sz300168,300168
天晟新材,sz300169,300169
汉得信息,sz300170,300170
东富龙,sz300171,300171
中电环保,sz300172,300172
松德股份,sz300173,300173
元力股份,sz300174,300174
朗源股份,sz300175,300175
鸿特精密,sz300176,300176
中海达,sz300177,300177
腾邦国际,sz300178,300178
四方达,sz300179,300179
华峰超纤,sz300180,300180
佐力药业,sz300181,300181
捷成股份,sz300182,300182
东软载波,sz300183,300183
力源信息,sz300184,300184
通裕重工,sz300185,300185
大华农,sz300186,300186
永清环保,sz300187,300187
美亚柏科,sz300188,300188
神农大丰,sz300189,300189
维尔利,sz300190,300190
潜能恒信,sz300191,300191
科斯伍德,sz300192,300192
佳士科技,sz300193,300193
福安药业,sz300194,300194
长荣股份,sz300195,300195
长海股份,sz300196,300196
铁汉生态,sz300197,300197
纳川股份,sz300198,300198
翰宇药业,sz300199,300199
高盟新材,sz300200,300200
海伦哲,sz300201,300201
聚龙股份,sz300202,300202
聚光科技,sz300203,300203
舒泰神,sz300204,300204
天喻信息,sz300205,300205
理邦仪器,sz300206,300206
欣旺达,sz300207,300207
恒顺众昇,sz300208,300208
天泽信息,sz300209,300209
森远股份,sz300210,300210
亿通科技,sz300211,300211
易华录,sz300212,300212
佳讯飞鸿,sz300213,300213
日科化学,sz300214,300214
电科院,sz300215,300215
千山药机,sz300216,300216
东方电热,sz300217,300217
安利股份,sz300218,300218
鸿利光电,sz300219,300219
金运激光,sz300220,300220
银禧科技,sz300221,300221
科大智能,sz300222,300222
北京君正,sz300223,300223
正海磁材,sz300224,300224
金力泰,sz300225,300225
上海钢联,sz300226,300226
光韵达,sz300227,300227
富瑞特装,sz300228,300228
拓尔思,sz300229,300229
永利带业,sz300230,300230
银信科技,sz300231,300231
洲明科技,sz300232,300232
金城医药,sz300233,300233
开尔新材,sz300234,300234
方直科技,sz300235,300235
上海新阳,sz300236,300236
美晨科技,sz300237,300237
冠昊生物,sz300238,300238
东宝生物,sz300239,300239
飞力达,sz300240,300240
瑞丰光电,sz300241,300241
明家科技,sz300242,300242
瑞丰高材,sz300243,300243
迪安诊断,sz300244,300244
天玑科技,sz300245,300245
宝莱特,sz300246,300246
桑乐金,sz300247,300247
新开普,sz300248,300248
依米康,sz300249,300249
初灵信息,sz300250,300250
光线传媒,sz300251,300251
金信诺,sz300252,300252
卫宁软件,sz300253,300253
仟源医药,sz300254,300254
常山药业,sz300255,300255
星星科技,sz300256,300256
开山股份,sz300257,300257
精锻科技,sz300258,300258
新天科技,sz300259,300259
新莱应材,sz300260,300260
雅本化学,sz300261,300261
巴安水务,sz300262,300262
隆华节能,sz300263,300263
佳创视讯,sz300264,300264
通光线缆,sz300265,300265
兴源环境,sz300266,300266
尔康制药,sz300267,300267
万福生科,sz300268,300268
联建光电,sz300269,300269
中威电子,sz300270,300270
华宇软件,sz300271,300271
开能环保,sz300272,300272
和佳股份,sz300273,300273
阳光电源,sz300274,300274
梅安森,sz300275,300275
三丰智能,sz300276,300276
海联讯,sz300277,300277
华昌达,sz300278,300278
和晶科技,sz300279,300279
南通锻压,sz300280,300280
金明精机,sz300281,300281
汇冠股份,sz300282,300282
温州宏丰,sz300283,300283
苏交科,sz300284,300284
国瓷材料,sz300285,300285
安科瑞,sz300286,300286
飞利信,sz300287,300287
朗玛信息,sz300288,300288
利德曼,sz300289,300289
荣科科技,sz300290,300290
华录百纳,sz300291,300291
吴通通讯,sz300292,300292
蓝英装备,sz300293,300293
博雅生物,sz300294,300294
三六五网,sz300295,300295
利亚德,sz300296,300296
蓝盾股份,sz300297,300297
三诺生物,sz300298,300298
富春通信,sz300299,300299
汉鼎股份,sz300300,300300
长方照明,sz300301,300301
同有科技,sz300302,300302
聚飞光电,sz300303,300303
云意电气,sz300304,300304
裕兴股份,sz300305,300305
远方光电,sz300306,300306
慈星股份,sz300307,300307
中际装备,sz300308,300308
吉艾科技,sz300309,300309
宜通世纪,sz300310,300310
任子行,sz300311,300311
邦讯技术,sz300312,300312
天山生物,sz300313,300313
戴维医疗,sz300314,300314
掌趣科技,sz300315,300315
晶盛机电,sz300316,300316
珈伟股份,sz300317,300317
博晖创新,sz300318,300318
麦捷科技,sz300319,300319
海达股份,sz300320,300320
同大股份,sz300321,300321
硕贝德,sz300322,300322
华灿光电,sz300323,300323
旋极信息,sz300324,300324
德威新材,sz300325,300325
凯利泰,sz300326,300326
中颖电子,sz300327,300327
宜安科技,sz300328,300328
海伦钢琴,sz300329,300329
华虹计通,sz300330,300330
苏大维格,sz300331,300331
天壕节能,sz300332,300332
兆日科技,sz300333,300333
津膜科技,sz300334,300334
迪森股份,sz300335,300335
新文化,sz300336,300336
银邦股份,sz300337,300337
开元仪器,sz300338,300338
润和软件,sz300339,300339
科恒股份,sz300340,300340
麦迪电气,sz300341,300341
天银机电,sz300342,300342
联创节能,sz300343,300343
太空板业,sz300344,300344
红宇新材,sz300345,300345
南大光电,sz300346,300346
泰格医药,sz300347,300347
长亮科技,sz300348,300348
金卡股份,sz300349,300349
华鹏飞,sz300350,300350
永贵电器,sz300351,300351
北信源,sz300352,300352
东土科技,sz300353,300353
东华测试,sz300354,300354
蒙草抗旱,sz300355,300355
光一科技,sz300356,300356
我武生物,sz300357,300357
楚天科技,sz300358,300358
全通教育,sz300359,300359
炬华科技,sz300360,300360
奥赛康,sz300361,300361
天保重装,sz300362,300362
博腾股份,sz300363,300363
中文在线,sz300364,300364
恒华科技,sz300365,300365
创意信息,sz300366,300366
东方网力,sz300367,300367
汇金股份,sz300368,300368
绿盟科技,sz300369,300369
安控科技,sz300370,300370
汇中股份,sz300371,300371
欣泰电气,sz300372,300372
扬杰科技,sz300373,300373
恒通科技,sz300374,300374
鹏翎股份,sz300375,300375
易事特,sz300376,300376
赢时胜,sz300377,300377
鼎捷软件,sz300378,300378
东方通,sz300379,300379
安硕信息,sz300380,300380
溢多利,sz300381,300381
斯莱克,sz300382,300382
光环新网,sz300383,300383
三联虹普,sz300384,300384
雪浪环境,sz300385,300385
飞天诚信,sz300386,300386
富邦股份,sz300387,300387
国祯环保,sz300388,300388
艾比森,sz300389,300389
天华超净,sz300390,300390
康跃科技,sz300391,300391
腾信股份,sz300392,300392
中来股份,sz300393,300393
天孚通信,sz300394,300394
菲利华,sz300395,300395
迪瑞医疗,sz300396,300396
天和防务,sz300397,300397
飞凯材料,sz300398,300398
京天利,sz300399,300399
劲拓股份,sz300400,300400
花园生物,sz300401,300401
宝色股份,sz300402,300402
地尔汉宇,sz300403,300403
科隆精化,sz300405,300405
九强生物,sz300406,300406
凯发电气,sz300407,300407
三环集团,sz300408,300408
道氏技术,sz300409,300409
正业科技,sz300410,300410
金盾股份,sz300411,300411
迦南科技,sz300412,300412
快乐购,sz300413,300413
伊之密,sz300415,300415
苏试试验,sz300416,300416
南华仪器,sz300417,300417
昆仑万维,sz300418,300418
浩丰科技,sz300419,300419
五洋科技,sz300420,300420
力星股份,sz300421,300421
博世科,sz300422,300422
鲁亿通,sz300423,300423
环能科技,sz300425,300425
唐德影视,sz300426,300426
红相电力,sz300427,300427
四通新材,sz300428,300428
强力新材,sz300429,300429
诚益通,sz300430,300430
暴风科技,sz300431,300431
富临精工,sz300432,300432
蓝思科技,sz300433,300433
中泰股份,sz300435,300435
